text,rating,label,category
"You guys need to get this hat! I'm a petite adult female (lol that makes me sound like some breed of dog) and I have kind of a small head. All the adult sized hats sized small are still too large in circumference. So here is a pic of me in the hat so you can see what it looks like. I was in an Athleta fashion show, lol. I am really not made for the runway. I tried to do a little pirouette thingy and my shoes with their rubber bottoms kinda got stuck as I spun around and it looked super awkward. Anyway, I digress. The hat. The quality is good for a &#34;made in China&#34; item, the inner brim is not at all itchy. It's not the most ventilatory thing to wear in 190 million percent humidity, but as my mother always said, pain is the price for beauty. I also purchased the hat in another color. You really can't go wrong with this accessory! So buy it now!! :-)",5.0,2,clothing
"These are the slippers of boots - totally comfortable the minute you slide your feet inside.<br /><br />Sizing: I normally wear a straight-up size 6.5 in boots, really no matter the brand. I like to wear a normal-thickness pair of tight athletic socks. I almost bought a size 6 after reading some of the reviews about the boots being way too large, but I ended up going with my gut and sticking with a 6.5. I'm so glad I did - they are the perfect fit. Just enough room in the toe box with socks on. I think that if you have narrow feet, the boots might feel too loose for you around the side of the foot. I have a normal width, so they felt comfortable to me. Keep in mind that you can somewhat adjust the tightness of the boot with those side button things. They are a little difficult to work with, but it's doable. If this helps, I wear a 7 in Merrell's hiking shoes, so I somewhat sized down into my usual boot size to purchase these.<br /><br />Arch support: kind of meh, but not terrible either. I'd rate it somewhere in-between. You can always swap out the insoles for your custom orthotics.<br /><br />Style: intended to be somewhat comfy-slouchy, so if you're looking for a more stiffly-conforming boot, I would recommend you try a different style. These have a kind of an urban mod feel to them, which I love!",5.0,2,clothing
"As a long-time wearer of Wacoal bras, I was really excited to receive this in the mail. However, I found myself so disappointed in this bra that I sent it back to Amazon. I think I am going to spend the extra $20 to get the other model bra mentioned in other reviews! Here are the problems I had with the bra:<br /><br />Material: It feels much more cheap than my other Wacoal bras. Also, there is a little ring on each bra strap that attaches it to the band, and I don't have much confidence that it will hold together.<br /><br />Band: There are only 2 hook-and-eye closures on the back of the bra (I wear a 32DD). This feels insufficient compared to my other Wacoals.<br /><br />Sizing: The bra, for me, runs larger than expected. Every single one of my Wacoal bras is a 32DD, and the cup size on this model is too big. I have not lost weight as I immediately put on a different Wacoal bra in the same size, and it still fits perfectly.<br /><br />I am a huge proponent of Wacoal bras - just not this particular model.",1.0,0,clothing
"My sister got this for me as a ""just because"" gift. I absolutely love it! The gems on the necklace are really ornate and it's an unusual piece of jewelry. The copper color makes it stand out from the typical silver or gold in other jewelry. Perfect long length & weight - the magnifying glass even works (a little bit). :-)",5.0,2,clothing
Came super fast and was a hit - went with his theme and he loves the shirt !,5.0,2,clothing
"Very nice bowtie.  Great price.  Very adjustable (wide range), my son should be able to wear for quite a while. Thanks!",5.0,2,clothing
"So comfy! I made the mistake of trying these on before trying the Lindsey style on - which ruined it for me because the waistband makes these SO Comfortable! Especially since I'm a curvy girl. I bought both styles and while I do love the extra style, details and pockets on the Lindsey I'm returning those and buying another of these Morgan because for me comfort rules the world. That said these are also very flattering! Well made as well. I'd recommend especially if you have a curvy figure!",5.0,2,clothing
Great keen quality and durability. Fits true to size. Goes with just about everything and seems like it will stand up to a beating by my toddler...,4.0,2,clothing
Cute dress and a great deal. Very soft and comfortable! Fun with the bits of glitter and sparkle! Very happy with this for my gal!,4.0,2,clothing
Love this brand and this set. Nice one to mix and match and layer up or down depending on the weather. Jelly and the pug always has great quality and this set delivers as expected on quality. It does fit true to size but will be bigger when it arrives as it is 100% cotton and will shrink when washed and dried. It is also a swing dress so the cut is bigger and roomy if you expect a more fitted look this is not the dress style for you! But its adorable and we love it!,5.0,2,clothing
I love these slides. Very nice leather and great buckle accent. Overall very nicely made. Right now they are still kind of stiff to slide on but they havent bothered my feet at all- leather is nice quality and i know it will soften and give a bit once worn.,5.0,2,clothing
At first I really liked these but then the inside mesh area seam/where the stitching meets messed up my daughters foot pretty badly. Won't be putting them on her again. Wouldn't recommend at all but maybe its just her pair...Sad because they are useful and pretty cute but not worth the tore up feet,3.0,1,clothing
Hoops are a wardrobe staple for me- I go through a lot of them and I was happy to find these! Love these hoops-got them in &#34;yellow gold&#34; and plain steel &#34;silver&#34; definitely plan on getting more tones and styles. They are the perfect size and weight. Super comfortable.,5.0,2,clothing
The only reason I didn't give these 5 stars is because they are a little narrow in the toes. I can honestly tell you that I had planned on returning these right off the bat after trying them on out of the box but then I got busy and the return window lapsed so I was stuck with what I thought were &#34;unusable&#34; shoes because of that narrow toe :(- HOWEVER! because I was stuck with them I thought well I mind as well walk around in them and they actually began to give some in the toe and are totally wearable and fairly comfortable once broken in a bit. PLUS after I started trying to break them in- my fiancée noticed them immediately ( and lets just say he doesn't give me a ton of shoe compliments without being asked!) and he LOVES the look of them - he always talks about them being my cute &#34;pink shoes&#34;... ahem... meaning I should wear them. So give them a chance! But may not the best if you have very wide feet my width are usually average...,4.0,2,clothing
"This are very cute flip flops but in my experience ran small, which is the primary reason for star reduction. My son wears an 11 now but was unable to wear these- footbed was too short and they were a bit narrow as well. Not sure if it was just this pair or this style in general. I have not had this issue with other stride rite footwear.",3.0,1,clothing
Great pants I get lots of compliment on these....,5.0,2,clothing
Does its job nicely for work - Nursing!,5.0,2,clothing
This fleece is so nice and cozy for my boy! I wish I could find one for my toddler!! I'd definitely recommend!,5.0,2,clothing
"I bought these for nursing clinicals. I've only had them a week but they seem very comfortable and fit the bill! I will say they are more for being in your feet constantly - which is great, but the restriction at the top of the foot ( which is not there when standing) can make your feet fall asleep if sitting too long ( I found this out while sitting in a lecture) but there very roomy and comfortable. Happy with my purchase.",5.0,2,clothing
"DEFINITELY size up one or two sizes. Large was way too tight on me, but I kept it as incentive to get back to a size medium later on. I'll probably order this again in an XL because it really is a cute top and very comfortable material.",4.0,2,clothing
Finally. Socks that fit my dad's extremely swollen feet from a medical issue. He can now have comfortable socks to lounge in. Well worth the price since we literally can't find this size anywhere else. Thank you!!!,5.0,2,clothing
The style is cute but the material seems very cheap. The chest bodice area looked weird on. I returned it.,2.0,0,clothing
"Extremely thick and warm. I really find it to be very bulky (thick material) hence why I negated a star. If you're looking to keep warm and be cozy look no further, this is HOT.",4.0,2,clothing
It fits nicely. A bit tighter on arms but I like that because its more form fitting. The print is very bold and easy to see from across the room. Very happy!,5.0,2,clothing
These are SO warm and have fleece lining on the inside! Buy them.....I promise you'll be happy.,5.0,2,clothing
"Do not expect to get this tape off within 24hrs of putting it on. Someone had a frayed hem for a wedding I went to and I was able to use this to HEM her top to her shoulder so it stayed in place. It WILL damage very delicate lace or clothing so be careful where you put it. Other than that, it did its' job of keeping the top of my dress in place very nicely. And I only used a few pieces out of the HUNDRED in the pack.",5.0,2,clothing
"I like these compression socks a lot. Comfortable and really absorb excess moisture. I use them at work where I'm in retail and on my feet all day. I also use in the gym and they absorb well. The best part is how well they wash. No balling, yet.",5.0,2,clothing
"The cut is beautiful....I am a 38DD and currently 155lbs. The large was perfect out of the bag, with about a half inch of room for arms, chest and tummy in case it shrinks a bit, which I expect it to. Nice stretchy material. I WISH this came in more colors as I would definitely order in a rose pink or very light aqua. The white lettering contrasts with the 'angry' message and I think gives more comedic effect that way.",5.0,2,clothing
"Terrible, Low Quality material. Would have returned it but I already washed it. Material is much thinner than it appears in photo and would probably only keep you warm if you sat in a sauna. The photo material looks like a thick polyester material you would HOPE is inner lined with fleece. Keep dreaming.<br /><br />The outer material is actually a cheap cotton tee shirt-like material with an abrasive texture on inside that mimics sweats but not quite.<br /><br />After two washings, the hood ties are already fraying apart at the knotted ends and have almost completely faded, even while using Cheer color guard. They definitely overpriced this product for the quality you receive. Don't bother.",1.0,0,clothing
If you only care about the photos looking good then you could try this jacket. It’s definitely more of a burgundy pink color. In the photos it doesn’t show super pink… but it is burgundy not red! The hat in the photo is red but the photo doesn’t do it justice of the true color.<br />I give it 3 stars because the fit is good but the color is wrong. The material is fine and the quality of the fabric seams good and like it will last.<br /><br />I did return this due to the burgundy/pink color.<br />Ordered a large. I’m 6’2” and 190lb,3.0,1,clothing
keep me cozy but not too cozy in mild cold climates like seattle.  these socks shred,5.0,2,clothing
Stretchy belt!!!! Why have I not known about this my whole life??? I hate hard belts and didn’t know there was an alternative until now. I won’t go back to old belts. I am curvy and yes I have a butt ... so the flexibility of this belt makes wearing jeans way more comfortable!! This belt bends and moves with your body! It also doesn’t have any specific holes so you can adjust this to ANY size and change it anytime you want! Feel great? Pull it tighter! Ate too much let it looser. It’s a very forgiving belt! :),5.0,2,clothing
"Love these dresses! I bought 3 sizes and they all are perfect! I got them big so they could wear them for a while. My 6.5year old is wearing 9-10 (she is normally size 7-8), my 3.5year old is wearing size 6 (she is normally size 4) & my 1.5year old is wearing size 3 (she is normally size 2). I like them a bit big. That said I think my 6year old can fit in the size 6 dress, I just like a looser fit for them. :)",5.0,2,clothing
i think this has helped me with sun exposure issues.  i have super fair skin and used to get weird sun rashes but these have helped me.  they also look reasonable instead of super akward.  something for fellow fair skinned people- i started taking iodoral and it has helped my skin respond to sun better.  you can find iodoral/ iodine supplement on Amazon,5.0,2,clothing
nice,4.0,2,clothing
okay,4.0,2,clothing
Great value....the polarized add on is great! Super cute style on! Bought for myself & my bestie! Would recommend!,5.0,2,clothing
I ordered 2 of these for my boys for Christmas gifts. They were great quality & super soft! LOVE the corduroy accents on the cuffs & collars.  They are going to love them! The look really warm too!,5.0,2,clothing
I ordered 2 of these for my boys for Christmas gifts. They were great quality & super soft! LOVE the corduroy accents on the cuffs & collars.  They are going to love them! The look really warm too!,5.0,2,clothing
Bought this as a gift for my nephew for Xmas. He loved it!,5.0,2,clothing
"This mask is VERY LARGE! I bought this for my son, and it was too big. It was almost to big for my boyfriend. Not a good fit for a child.",2.0,0,clothing
Item as described. Fast shipping,5.0,2,clothing
They work in terms of texting with them on. Downside...really didn't provide much warmth. Very light duty.,4.0,2,clothing
Classy blouse at a low price!,5.0,2,clothing
Fits as expected,5.0,2,clothing
This costume had a decent quality to it and good stitching. It ran a little large and long for me but I was able to wear it anyways.,5.0,2,clothing
"The only reason I gave this 4 stars is that it fits a bit narrow through the trunk. Otherwise, it's soft and comfy.",4.0,2,clothing
"I wear crocs for all my outdoor yard duties and HATE paying full price for ugly, foam shoes. That being said, getting them for a deal on Prime Day made it tolerable.  They are great because they give a little cush to your step and they are waterproof.",5.0,2,clothing
took this on Vacation as a beach cover-up! Worked great!,4.0,2,clothing
"I ordered 3 pairs at the same time and none of them are the same size. I gave one to my niece who is a size 4 and the other two are wearable but not perfect. Also, holes wear through in the crotch very quickly. They are soft but you can't rely on sizing.",3.0,1,clothing
"I love how vibrant and crazy soft these are. The sizing is the problem. Seriously, how could one size fit xS to xL? I would say if you are about a size 10-12 at most these will fit nicely. Nothing larger. I wish they really made small/xS, medium, large, xLarge.",3.0,1,clothing
Smaller and more narrow. I would order one size up since they don't have 1/2 sizes.<br />Not nearly as soft in the footbed as some other Crocs.,2.0,0,clothing
Very short in toe room and narrow. I would order 1 size up since they don't have half sizes. Tried the heat idea and it didn't help.,3.0,1,clothing
"Fit could be better with a half size smaller. Feeling great on my feet. Easy to walk in, cooler than tennis shoes.",4.0,2,clothing
Seams on top of shoe irritation to big toe.,2.0,0,clothing
"I use Buffs in the summer to wick swear away from my head, keep ticks off of my hair, and provide UV protection for my head, neck, face, etc while hiking and running. They can also go under a hat to keep it clean. I love these things, I have several brands but BUFF is UPF50 which is hard to beat!",5.0,2,clothing
"This is a lovely very lightweight hat, the cap portion is thin and stretchy and the brim is stiff, a bit heavy compared to the rest of the hat but feels comfortable. Less like a traditional baseball hat, more like a brim with a stretchy fabric that goes around your head. Good design.<br /><br />I got the slightly obnoxious high viz yellow to wear while road running and would consider getting another in a more attractive color for wearing all the time! It is definately visible though!",5.0,2,clothing
"Very comfortable, light weight, quick drying, slightly stretchy. I like to wear these around town, to do yoga, and to hike in the sun & heat. I feel even cooler than I would wearing shorts.",5.0,2,clothing
These are very pretty and comfortable. The leg opening felt tight at first but stretched a bit with wear.,5.0,2,clothing
"I wore this on a 7 mile hike up and down a mountain in the spring in the south - it was very comfortable, I felt cool and stayed dry. I did cut the stitches between the thumb hole and the hem - they just hold the seam closed, the seam itself is sewn separately so this enlarges the opening without damaging the seam. I would purchase another.",5.0,2,clothing
Warm and mosture wicking but the lack of a gusset is a strange choice - they ride up my but as a result.<br /><br />I like the wide elastic band and infinity drawstring. They fit low on my hips but stay up well. The matte fabric is nice. These are good in the mid 20s to mid 30s.,4.0,2,clothing
"Beautiful hat, bright white color, great reflective details. My hair fits well through the back, the size adjuster is easy to use. Very comfortable.",5.0,2,clothing
"These pants are ok but they are not made from fleece, they are a soft slippery knit material. Not warm . Outside fabric already looks damaged. I would not buy again.",4.0,2,clothing
"These are comfortable sneaker type shoes for walking outdoors in cool weather. Although they are not waterproof, they do keep out moisture if you step into a shallow puddle or walk through wet grass, etc. The upper is very soft and flexible, not stiff at all. They are a bit wide and roomy, and I have narrow feet, but I can wear them very comfortably if I tighten the laces. No issue there. I chose to add a cushioned insert, there is definitely enough space for most insoles. The shoes themselves have a pretty minimal insole, not a ton of arch support or cushion. They have nice treds on the outside but it looks like they would wear down since they aren't that deep.",5.0,2,clothing
"I am 5'1"" 105 lbs and ordered an xs short. Thank you under armour for selling petite sizes!! They fit great, next to skin but not restrictive. These are lightweight leggings for warm weather, we still have some 50s + 60s days and these are perfect. No issues with chaffing or discomfort, at least not at a 5k distance. Not see through.",5.0,2,clothing
"Title says it all, really. It's thin, it's a very loose knit, there are loose threads everywhere... it's on the wider side so it won't stay up over your nose or keep your neck warm, although wearing it as a hood, around your head,  or as balakava is ok. It's more expensive than and less nice than similar products from other brands. Washing it did make it a bit softer, but I have no idea how a reputable brand that is so popular can also be so cheap and poorly made.",3.0,1,clothing
These socks are slick to prevent blisters when running. They fit great (woman's size 7 shoe) and have some cushion but are overall very thin. Very comfortable.,5.0,2,clothing
"I just got these, but they seem very well made and sturdy. Outdoor Research is an excellent company and I have three other items from them, all of which are well made.<br /><br />I measured my hands and compared to the company's size chart before ordering. They fit great. They work well with my phone.<br /><br />These are very thick gloves - heavyweight, as it says. The packaging clarifies that they are designed for 20-40F weather and can be used as a liner.<br /><br />I got the cacao color which in person is a warm brownish purple/plum. It's a nice color but I bought them for warmth and fit.",5.0,2,clothing
"I am 5'1"" and 105lbs, 24"" waist 33"" hips, ordered an XS.<br /><br />This fit more tightly than my other pair of leggings with a pocket at the waist rather than on the leg, kind of like a compression legging, but both styles are very comfortable. They smelled a little weird out of the bag so I threw them in the wash/dry and tried them on - good fit. They are more what I would call a mid rise, coming 2.5"" below my true waist. Still a comfortable rise for me. I also own a pair of TSLA XS black fleece leggings. All four leggings are squat proof and pass a flash photo test (that is, you can't see my underwear if I take a photo with the flash). I keep coming back to this brand because it's so hard to find nice, affordable leggings especially in small sizes. I wore these leggings on two 1.5 mile long walks in the heat and stayed comfortable, so I would say they are moisture wicking and good to work out in. Whether or not they are good for runs probably depends on how they fit you as you really do not want to run in leggings if there is any chaffing at all or any other fit issue. They do have flat seams that are good for running.",5.0,2,clothing
"I am 5'1"" 105lbs, the xs skort is comfortable, flattering, and just the right length. The shorts under are pretty short (kind of like hot pants) so not super modest but fine for normal activities where the skirt covers you most of the time. Quick dry type fabric. Basically it's well made and what I expected.",5.0,2,clothing
Definitely comfortable and light weight but it feels a little flimsy. Worried about durability.,4.0,2,clothing
Got this to replace my boyfriend's old minimalist wallet that was failing apart. Looks and feels nice and it holds all his stuff!,5.0,2,clothing
"Got this for my boyfriend for Christmas, he loves it. In person you can really see the quality and attention to detail. The face has an inner and outer circle that look great when the light hits them",5.0,2,clothing
These earrings have a weird finish that is smooth/shiny in some areas and rough/matte in others. They don't irritate my ears and are light weight but the finish seems low quality.,4.0,2,clothing
"I have a 24&#34; waist, ordered an xxs. They are big but i can make them work with the included belt. They are warm and seem well constructed. Due to being so big be they make a weird noise when I walk and the legs rub together. I bought these for field work on cold, damp days. I wish they sold smaller sizes. Calling pants with a 28&#34; waist extra extra small is a little ridiculous.<br /><br />I wore these into a pool of water while doing fieldwork in 40F weather. The water rolled right off the outer layer, the fleece got wet (obviously, these are pants not waders) but stayed warm and dried fast. I'm really glad to have these and I will be wearing them on future expeditions. I think they would also be good for hiking in wet, cold weather.",5.0,2,clothing
"I love this watch and wear it often, absolutely no issues, it's very pretty!",5.0,2,clothing
"There is a draw string to adjust fit, held up fine in the washer (air dried), pretty hat with good sun protection.",5.0,2,clothing
"Ran a little large on me, I may need a smaller size (32A/B) but none is available. Otherwise the bra is fine, it's just big on me.",4.0,2,clothing
"I have a 25&#34; waist and 32&#34; hips and ordered the xs, which fits well - very stretchy, doesn't dig in, etc. I did not find them to be particularly high rise, maybe the style changed? They fit like normal thongs and are comfortable, they do have seams but they don't show under my leggings so I don't mind. They were comfortable and dry on my 3 mile run.",5.0,2,clothing
"I bought this watch to wear to an interview, and it's perfect for that. Very small and dainty on my wrist, but still easy to read at a glance. I removed the removable link but it still a little big for my wrist, so I will probably eventually have more links removed. It is loose enough that it often turns upside down. I do have pretty small wrists, however.<br /><br />I am sensitive to nickel but have not had a problem with this watch.<br /><br />The band becomes completely separate when you open the clasp, making it a little harder to put on than some other watches.<br /><br />It was packaged in a small red box, which I intend to keep. The watch is fastened around a small piece of foam. It's not as nice as the packaging for some of my other watches, but this watch was much less expensive so I guess you get what you pay for.",5.0,2,clothing
"Lovely items, but they smelled strongly of chemicals right out of the package. I washed on delicate cycle with cold water and line dried, that got rid of the smell.",4.0,2,clothing
"These socks are very very tight and ROLL DOWN. They are long enough to go all the way up my thighs but they roll down to my knees and leave a tight mark. Even when I scrunch them down around my calves they roll and leave a tight mark. I think there is some kind of elastic around the top. They might be good for someone who is very thin - I wear a 4/6. The price is great, but I will be purchasing socks from other companies in the future.",3.0,1,clothing
"I am a petite woman, and this product fit me very well. Based on some of the other reviews, I was worried that it would be too big. It fits just right, and I think it would fit most people well. The trick is not to pull the hood too far forward unless you are using the drawstring to keep your face warm. The face mask potion can be held over your nose or pushed under the chin, making it versatile. It's made from a soft, warm fleece. In extreme windchill situations it might not be warm though - but I don't expect wind-proofing from a $10 product. It could probably be worn under another hood for extra warmth and wind resistance.<br /><br />I have night classes, so I can't avoid long chilly walks. I think this product will help keep me warm and make my walks a lot more comfortable. Thanks!",5.0,2,clothing
I had no idea the bag would be so lightweight - I guess seeing is really believing. The thin lightweight material is fantastic and holds all my heavy stuff with ease. The color is lovely as well.,5.0,2,clothing
"These shoes are comfortable enough to  wear all day... with added insoles. However they fit true to size and have room to accommodate insoles. The black on the toe wore off when I used leather conditioner, so my boots look quite different now, but I still think they look very nice.",4.0,2,clothing
The leather between the upper and the sole SPLT OPEN after only a few months of wear.  I am incredibly disappointed.,1.0,0,clothing
Very cushy and comfortable. Never got any sore areas. Will be easy to throw in with a wash. Wish they were cheaper.,5.0,2,clothing
Very comfortable but...“cush” unfortunately flattens down just like much less exensive shoes.,4.0,2,clothing
Comfortable house dress.,5.0,2,clothing
"Soft, easy wear, comfortable, cute, washes up nicely",5.0,2,clothing
Very comfortable and true to size. Would love to order more if I can find some not too wild in color patterns.,4.0,2,clothing
love this product,5.0,2,clothing
"Got these as a gift for my mom and grandma. They really like them, but say that it can be kinda tight after a long day. Highly recommend as a gift for those who like comfy socks",4.0,2,clothing
"These shoes are fantastic. I was working all day in Skechers memory foam and switched to these. While these don't have the robust support those others did have, they are designed so much better for long usage. I can walk about 8 miles before I notice my feet to get tired. I wear them all day and for just about everything between work and running.",5.0,2,clothing
Fantastic summer shorts that come with a decent enough belt. I wear a 38 waist and ordered a 38. These are slightly larger than I like. Not quite like a 40 but maybe a 39.,4.0,2,clothing
"This is a great hoodie for someone who does not like wearing a conventional jacket. Rain just falls off and snow rarely sticks to it. Wear it in Ohio with a tee in sub 20 weather. 6'4 xxl is a bit bigger than in used to, but I enjoy the extra room.",5.0,2,clothing
Love everything about these slippers.  Very comfortable.,5.0,2,clothing
"Ordered a large, which is what I usually wear and it was so small that I had trouble getting my arms in it.  Returned it the very next day.",3.0,1,clothing
